Data,Campanha,Público,Criativo,Ad ID, Investimento , Faturamento (Tráfego) ,Vendas,Checkout,Visitou Página,Cliques,Impressões,Frequência, CPM ,View 3seg,View 75%,Link Criativo,Thumbnail URL,AD Status,Orçamento,"Leads 
(checkout real)","Vendas 
(real)", Faturamento (Bruto) , Comissão Líquida , Taxa (Plataforma) , Faturamento (Ingresso) , Faturamento (OrderBump) 
01/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,AD004 - Transforme sua fazenda (31 Janeiro) - L0,120238632415070429," R$  4,70 "," R$  27,00 ",1,1,0,0,157,"1,33"," R$  29,94 ",0,0,https://www.instagram.com/p/DS3q0wCgDP3/,https://scontent.xx.fbcdn.net/v/t45.1600-4/608009327_25547076848245379_7640365100578552341_n.png?_nc_cat=105&ccb=1-7&_nc_ohc=6QYObnDJXIYQ7kNvwEMgjzs&_nc_oc=AdkJKFWsgYEPBXrFuqLzGG_9al_Up7gfdhcJ1yyUCY1orMrs2Ty4BbOp_x5d1wmUGHE&_nc_zt=1&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQH_S2NESEVZz44q3pvD6ksN2VhbeN2E94QUX6IN9sRoJru8os9kREgi7INdJOx8lIbA0FPYFWK9&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=4c02d7&_nc_sid=58080a&oh=00_Afvmc7YZ6BrW8cA92FQncvjmYPvMw3rEXqxWUGMkUk3Wzg&oe=698F8C68,PAUSED,250,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
01/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,AD005 - Transforme sua fazenda (Lançamento) - L0,120238632446150429," R$  19,83 "," R$  27,00 ",1,1,3,6,907,"1,46"," R$  21,86 ",0,0,https://www.instagram.com/p/DS3qzpVAG9r/,https://scontent.xx.fbcdn.net/v/t45.1600-4/607065564_25547133124906418_3184897432908374886_n.png?_nc_cat=106&ccb=1-7&_nc_ohc=nUJyZmvRFoAQ7kNvwEGUOUR&_nc_oc=Adkz-Cw3PHdtfYPxCw5l0W3dx9WMGjzO8PTpmgAjqNPRQnkZPZr769uUqhGjdSuR_88&_nc_zt=1&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQFtRqNzH3vmUMFxObd4F70rqiFKelbFeUClY908h4pG_OBkTWKuAnr2VJWf2pKeaL27h2BDRwdP&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=4c02d7&_nc_sid=58080a&oh=00_Afv2afpbSGLtveFU0KhcPl6m2JxrHxWwfwS4XGynsRow6g&oe=698F952B,PAUSED,250,1,1," R$  27,00 "," R$  24,92 "," R$  2,08 "," R$  27,00 ", R$  -   
01/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,AD006 - Imersão prática 1 dia - L0,120238632446160429," R$  65,52 "," R$  27,00 ",1,1,6,10,3902,"1,7"," R$  16,79 ",0,0,https://www.instagram.com/p/DS3q0dXACvJ/,https://scontent.xx.fbcdn.net/v/t45.1600-4/607611532_25547137658239298_6228388001455242382_n.png?_nc_cat=102&ccb=1-7&_nc_ohc=f3pu3bz1V9oQ7kNvwGWxO9c&_nc_oc=AdlVmQHJLzfHcpfLl_DGzlV6prjMaHOkHIoPGBtVNz2VqRvhfmcPkITvJ8ub348uIA4&_nc_zt=1&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQHcn16WxArL0p7JKja5ifV6p6Q_bOX3dcWcSu00mRk8GFaTm5MghAyNYPhKX4SVybKZweNsAQye&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=4c02d7&_nc_sid=58080a&oh=00_AfuoBKAVSaB3BRKlM3FCrb5P5bWHO4nyNDWtpJi7e785Ug&oe=698F8C9E,PAUSED,250,1,1," R$  27,00 "," R$  24,92 "," R$  2,08 "," R$  27,00 ", R$  -   
01/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,VD001 - Olha quem voltou,120238705578090429," R$  3,59 ", R$  -   ,0,0,0,1,145,"1,24"," R$  24,76 ",41,9,https://www.instagram.com/p/DTpslk3gEUV/,https://scontent.xx.fbcdn.net/v/t15.5256-10/610097612_830584266685238_5432767366953751078_n.jpg?_nc_cat=100&ccb=1-7&_nc_ohc=wNcrhW_wGzcQ7kNvwHLVmNk&_nc_oc=AdkQOZtF-oHbai5-iQks6-nfTIYN5qkxNY4CTX5PXK9n1S510e__5ex73kvkrR_cw_U&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQHgjxdDP4zMaO9HLG55Wtg_MIWOOLhp-6dOO4derXEZRgstrlR4nSdBPLVWgUEKBOVRodA91JMG&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfsUWguablY9di0CP_kBdqtbj0YCdmb8dLeKxbFgx0_GvQ&oe=698FA9EC,CAMPAIGN_PAUSED,250,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
01/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,VD002 - Bora começar 2026,120238705591260429," R$  3,68 ", R$  -   ,0,0,0,0,148,"1,29"," R$  24,86 ",17,2,https://www.instagram.com/p/DTOtVSugCqK/,https://scontent.xx.fbcdn.net/v/t15.5256-10/609664326_1367675208471796_8036231069862243988_n.jpg?_nc_cat=108&ccb=1-7&_nc_ohc=uj6mKnwLxzoQ7kNvwETUq0g&_nc_oc=AdmibTnJOSc0umso1NVezYzjzr1HYzp8e4ZW_CPxA8DM2pleLlt5s7S0eJIxQFA91rg&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQGkFcqFe2sZiu87pfxRBUOajE14MfU6AX0S0yy_bXrAVpfPpW7xIlCIg4Aj3mK-0NgTbkaen74j&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfuQ7aUObTZkeHLl0GGk6QIMgEVviyxjMct1I0h2kSeHCA&oe=698FA015,PAUSED,250,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
01/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,VD003 - Você ja teve a sensação,120238705592790429," R$  5,59 ", R$  -   ,0,0,0,0,253,"1,19"," R$  22,09 ",41,2,https://www.instagram.com/p/DTpslkogIXl/,https://scontent.xx.fbcdn.net/v/t15.5256-10/607523198_864932132841228_5610931628631544951_n.jpg?_nc_cat=104&ccb=1-7&_nc_ohc=6E4jtUnV9-4Q7kNvwHU5EKW&_nc_oc=AdkNjUgAmcLaocmtecvs8954x3iZlXA4Wb1OhnAvtZuicA7vXl1jCZzx2iG7lm1dT9Y&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQEiZCyZEdXcBhRhdXJo-xqxIQtAYzRiMy0GhfjhWK5MK5z-cenzF_mdvxdAaPrgMRSVU8XKPMQw&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfvT9F7IbAzY65X8fcdni_Z1vVBdavptYqsjDGo09nKPKA&oe=698F916C,PAUSED,250,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
01/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,VD004 - Tem uma frase,120238705592800429," R$  7,32 ", R$  -   ,0,0,1,5,327,"1,24"," R$  22,39 ",65,8,https://www.instagram.com/p/DTOtJiRALyx/,https://scontent.xx.fbcdn.net/v/t15.5256-10/609958337_1236423905038680_6522183910119609896_n.jpg?_nc_cat=111&ccb=1-7&_nc_ohc=_KkJW50ee94Q7kNvwFiX9lx&_nc_oc=AdmLm6R9iE_qoXiV8OdHHL1ZNWnlQyu3I6ir-BLVdVW1GWupcUMhdpASAg9ilUH7nWY&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQG-7CSLOFli5mZJwMZ4ac4yaEcbkXup1hfjK0VA2XUt7Glfhg1svInpIDNfEjL9tiPRIrrw6u1b&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfuXB6auxnXnbwUg1RmLOtxWNUr8pE0oMFTwQY2p81w2bw&oe=698F8ABA,PAUSED,250,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
01/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,VD005 - 2026 um ano que tem,120238705592810429," R$  3,54 ", R$  -   ,0,0,0,0,138,"1,28"," R$  25,65 ",30,0,https://www.instagram.com/p/DTOtLAVAOTa/,https://scontent.xx.fbcdn.net/v/t15.5256-10/609530057_25414698018179799_8883289485076568667_n.jpg?_nc_cat=110&ccb=1-7&_nc_ohc=oi3VEQZohwsQ7kNvwGqzYwp&_nc_oc=Adn8JWJK47ymyK9-2GpMyO_8Xp719buvVQRqRCCVEzvTWNCy28B-ZtGR0LeY5hBG06A&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQEL5HNcIottg9Uhw9qDPOxICQ08j7gNs2iDVv9h_hXsb8uBjp6lSkLL42G11E2isELfuw5POnHO&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfuQwGUAtWQukH7Ex9GxAdPGe91i_ia9RS-kR6kIag5nwQ&oe=698F8BB2,PAUSED,250,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
01/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,VD006 - Pra estrear o presente,120238705592820429," R$  58,90 "," R$  448,00 ",2,1,10,25,2566,"1,56"," R$  22,95 ",371,38,https://www.instagram.com/p/DTpslvKAJZC/,https://scontent.xx.fbcdn.net/v/t15.5256-10/609364012_848645917949172_6412136263271925129_n.jpg?_nc_cat=109&ccb=1-7&_nc_ohc=vZV4QF-Iys4Q7kNvwFXQ94m&_nc_oc=AdnldwG5h0NFjDMQ57BWSMWOgnYn_kkdZxjrnTiAst5wmmXpVi9q0KZ1i4m5MHbTfug&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQFs0sX2iHJKepefdMrWBQNZ5zas0FcKxsPgyKtcpeDGFbmcqTMNssVarqBoVhhjPvGVnvzdeZWA&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Afv_tR9tZP0n_N8UiSF68zcCWam6k2jNlQ_6R7YflhPJLw&oe=698F8AE3,CAMPAIGN_PAUSED,250,1,1," R$  224,00 "," R$  214,04 "," R$  9,96 "," R$  27,00 "," R$  197,00 "
02/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,AD001 - Construa o Planejamento,120238632398440429," R$  0,74 ", R$  -   ,0,0,0,0,19,"1,06"," R$  38,95 ",0,0,https://www.instagram.com/p/DS3q18hgBmf/,https://scontent.xx.fbcdn.net/v/t45.1600-4/608400403_25547002191586178_3134518998202046121_n.png?_nc_cat=110&ccb=1-7&_nc_ohc=9tJTzGLtwC0Q7kNvwGMCiN6&_nc_oc=Adk-W1Xguln4_YuaNz-AjAE5Nbd4qEJe3WDO14o3S27ovKjG_FrntDe4RMIgGCKHtQc&_nc_zt=1&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQGusb644kw_H-JwfkMoCBBB_KwVoks7hz_9QLOX0q0yo9CUNlEUTmzYqj2wR4k05HSwpmSf-Hux&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=4c02d7&_nc_sid=58080a&oh=00_Afs-O8QTxDgEVAj7ZfD6MzYz7TdEbISl0eIviO3aMPPqhg&oe=698FA34C,PAUSED,250,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
02/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,AD002 - O mapa completo,120238632405980429," R$  5,40 ", R$  -   ,0,1,0,1,246,"1,31"," R$  21,95 ",0,0,https://www.instagram.com/p/DTOtYVjAIlN/,https://scontent.xx.fbcdn.net/v/t45.1600-4/607046069_25547067534912977_5954111335917110406_n.png?_nc_cat=109&ccb=1-7&_nc_ohc=LL8HslcyhVYQ7kNvwGeMvIp&_nc_oc=AdkdsT0v2Yx3_XzSdnKVq7zHzopNfizWlz0i-FewhuVm4r_zevp0-KYlsTWxCOUZJUk&_nc_zt=1&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQFiAzAP1-9ESth6tNrWBjc_EkLcOzdizPbVLsmtwEDNmssAFi_g5DRAxwLF0dDvFmULKOTMhkL-&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=4c02d7&_nc_sid=58080a&oh=00_AfsNPFCBktbSKSMvPKbYWnjBr6wsWTEzJlbX3LKxQJYKGQ&oe=698F8BC2,PAUSED,250,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
02/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,AD003 - Sua fazenda não pode - L0,120238632415060429," R$  11,46 ", R$  -   ,0,0,0,3,583,"1,38"," R$  19,66 ",0,0,https://www.instagram.com/p/DS3q1GKgCfb/,https://scontent.xx.fbcdn.net/v/t45.1600-4/608626643_25547073638245700_6544609600084743291_n.png?_nc_cat=101&ccb=1-7&_nc_ohc=5RuqmvCEI6wQ7kNvwFwL2Fm&_nc_oc=Adk0h-xjUQj2RaYdbWa84PpDgSc206wGXaV38FRBQdhK0FlWckQDcCqnGZeN8IWJBQc&_nc_zt=1&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQFW4wfnaGF_l-npwIp-NfvKcKjEvry-bgZMWNJMRtZPrUN0jloP9dUNW0XVh14RHB2zwZ4pa9oS&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=4c02d7&_nc_sid=58080a&oh=00_AftciHeBYC-FuchYGO6ROPiKa8pSutaH_KXvoz5tvFHdmw&oe=698FB5A7,PAUSED,250,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
02/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,AD004 - Transforme sua fazenda (31 Janeiro) - L0,120238632415070429," R$  1,06 ", R$  -   ,0,0,0,0,54,"1,2"," R$  19,63 ",0,0,https://www.instagram.com/p/DS3q0wCgDP3/,https://scontent.xx.fbcdn.net/v/t45.1600-4/608009327_25547076848245379_7640365100578552341_n.png?_nc_cat=105&ccb=1-7&_nc_ohc=6QYObnDJXIYQ7kNvwEMgjzs&_nc_oc=AdkJKFWsgYEPBXrFuqLzGG_9al_Up7gfdhcJ1yyUCY1orMrs2Ty4BbOp_x5d1wmUGHE&_nc_zt=1&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQH_S2NESEVZz44q3pvD6ksN2VhbeN2E94QUX6IN9sRoJru8os9kREgi7INdJOx8lIbA0FPYFWK9&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=4c02d7&_nc_sid=58080a&oh=00_Afvmc7YZ6BrW8cA92FQncvjmYPvMw3rEXqxWUGMkUk3Wzg&oe=698F8C68,PAUSED,250,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
02/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,AD005 - Transforme sua fazenda (Lançamento) - L0,120238632446150429," R$  4,84 ", R$  -   ,0,0,1,1,237,"1,27"," R$  20,42 ",0,0,https://www.instagram.com/p/DS3qzpVAG9r/,https://scontent.xx.fbcdn.net/v/t45.1600-4/607065564_25547133124906418_3184897432908374886_n.png?_nc_cat=106&ccb=1-7&_nc_ohc=nUJyZmvRFoAQ7kNvwEGUOUR&_nc_oc=Adkz-Cw3PHdtfYPxCw5l0W3dx9WMGjzO8PTpmgAjqNPRQnkZPZr769uUqhGjdSuR_88&_nc_zt=1&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQFtRqNzH3vmUMFxObd4F70rqiFKelbFeUClY908h4pG_OBkTWKuAnr2VJWf2pKeaL27h2BDRwdP&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=4c02d7&_nc_sid=58080a&oh=00_Afv2afpbSGLtveFU0KhcPl6m2JxrHxWwfwS4XGynsRow6g&oe=698F952B,PAUSED,250,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
02/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,AD006 - Imersão prática 1 dia - L0,120238632446160429," R$  10,02 "," R$  27,00 ",1,2,2,3,673,"1,29"," R$  14,89 ",0,0,https://www.instagram.com/p/DS3q0dXACvJ/,https://scontent.xx.fbcdn.net/v/t45.1600-4/607611532_25547137658239298_6228388001455242382_n.png?_nc_cat=102&ccb=1-7&_nc_ohc=f3pu3bz1V9oQ7kNvwGWxO9c&_nc_oc=AdlVmQHJLzfHcpfLl_DGzlV6prjMaHOkHIoPGBtVNz2VqRvhfmcPkITvJ8ub348uIA4&_nc_zt=1&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQHcn16WxArL0p7JKja5ifV6p6Q_bOX3dcWcSu00mRk8GFaTm5MghAyNYPhKX4SVybKZweNsAQye&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=4c02d7&_nc_sid=58080a&oh=00_AfuoBKAVSaB3BRKlM3FCrb5P5bWHO4nyNDWtpJi7e785Ug&oe=698F8C9E,PAUSED,250,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
02/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,AD007 - 90% vagas preenchidas - L0,120238764589470429," R$  31,18 "," R$  54,00 ",2,2,5,10,1643,"1,55"," R$  18,98 ",0,0,https://www.instagram.com/p/DTBJb3agMFB/,https://scontent.xx.fbcdn.net/v/t45.1600-4/608603734_25576310118655385_6905132066297309001_n.png?_nc_cat=105&ccb=1-7&_nc_ohc=4q8teNmQ-ZsQ7kNvwE5v1Ga&_nc_oc=AdkKyB8u1RWMXQax1Lr_YWUHexbcXYhsCfJNS8hCkt2PR4fmq1pptltq6juktHt-Ky0&_nc_zt=1&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQEz7ocsVEj5nlYv0S5mY25FeSjEZ7SXy8gvDerrjtHUxNDKgNofMOrQCP6yKsuykPNJEY1XMHWU&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=4c02d7&_nc_sid=58080a&oh=00_AfvZC3QIYLK79MON2aw5RiQZ3m8pdSPj3xCiUcBWciziuw&oe=698FA32B,PAUSED,250,1,1," R$  27,00 "," R$  24,92 "," R$  2,08 "," R$  27,00 ", R$  -   
02/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,AD008 - 90% Pecuaria - L0,120238764589460429," R$  23,73 ", R$  -   ,0,0,2,5,1507,"1,48"," R$  15,75 ",0,0,https://www.instagram.com/p/DTBJYSOgHmu/,https://scontent.xx.fbcdn.net/v/t45.1600-4/607762351_25576304748655922_8089025383323487139_n.png?_nc_cat=109&ccb=1-7&_nc_ohc=V8YQywJYlYYQ7kNvwGjy7bK&_nc_oc=Adn_gJgozQEwvtNlRoH0DBvzGerhrbWd8bksDKSbUoTaPqF6O-B9jlSjK74k6RFMhxQ&_nc_zt=1&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQEts_u4Tn5_-v11imWPmOFJD3fOcqTCOrPIQdZbk-xuZnQ5GEDbEsGErIFFtOqJ6uUkmprBh7Fn&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=4c02d7&_nc_sid=58080a&oh=00_Aft8H1jkOYDanTTJOjX5w-uMFsg7PjnEcyu2C_AQlzklLw&oe=698FA991,PAUSED,250,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
02/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,AD009 - Lote 0 pecuaria,120238767754200429," R$  9,39 ", R$  -   ,0,0,1,4,781,"1,36"," R$  12,02 ",0,0,https://www.instagram.com/p/DTBkPwNgOMs/,https://scontent.xx.fbcdn.net/v/t45.1600-4/610997701_25577580295195034_7757295042312110926_n.png?_nc_cat=103&ccb=1-7&_nc_ohc=8b9s1_tMvYAQ7kNvwGBk88c&_nc_oc=Adn_4QaFp0lVQi-UZKxssRZW_X8gMl-fuLs_rWnp7M6NDqd1Slu0Y5OV4MctPzLO7-k&_nc_zt=1&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQG3MMs2H3MQVzOz9Bv1lH65IMma3P9k8wGl8A4DkAoAItTCk2yDVhBMpjkSxluBS21WE6nPvVop&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=4c02d7&_nc_sid=58080a&oh=00_AfvGGe--HQCNZc7KWEE81Qog6riU4L_dcZ1H26uY08nx2g&oe=698FB2A5,PAUSED,250,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
02/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,VD001 - Olha quem voltou,120238705578090429," R$  1,36 ", R$  -   ,0,0,0,0,53,"1,18"," R$  25,66 ",11,1,https://www.instagram.com/p/DTpslk3gEUV/,https://scontent.xx.fbcdn.net/v/t15.5256-10/610097612_830584266685238_5432767366953751078_n.jpg?_nc_cat=100&ccb=1-7&_nc_ohc=wNcrhW_wGzcQ7kNvwHLVmNk&_nc_oc=AdkQOZtF-oHbai5-iQks6-nfTIYN5qkxNY4CTX5PXK9n1S510e__5ex73kvkrR_cw_U&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQHgjxdDP4zMaO9HLG55Wtg_MIWOOLhp-6dOO4derXEZRgstrlR4nSdBPLVWgUEKBOVRodA91JMG&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfsUWguablY9di0CP_kBdqtbj0YCdmb8dLeKxbFgx0_GvQ&oe=698FA9EC,CAMPAIGN_PAUSED,250,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
02/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,VD002 - Bora começar 2026,120238705591260429," R$  0,89 ", R$  -   ,0,0,0,0,19,"1,06"," R$  46,84 ",3,0,https://www.instagram.com/p/DTOtVSugCqK/,https://scontent.xx.fbcdn.net/v/t15.5256-10/609664326_1367675208471796_8036231069862243988_n.jpg?_nc_cat=108&ccb=1-7&_nc_ohc=uj6mKnwLxzoQ7kNvwETUq0g&_nc_oc=AdmibTnJOSc0umso1NVezYzjzr1HYzp8e4ZW_CPxA8DM2pleLlt5s7S0eJIxQFA91rg&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQGkFcqFe2sZiu87pfxRBUOajE14MfU6AX0S0yy_bXrAVpfPpW7xIlCIg4Aj3mK-0NgTbkaen74j&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfuQ7aUObTZkeHLl0GGk6QIMgEVviyxjMct1I0h2kSeHCA&oe=698FA015,PAUSED,250,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
02/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,VD003 - Você ja teve a sensação,120238705592790429," R$  0,66 ", R$  -   ,0,0,0,0,31,"1,15"," R$  21,29 ",11,0,https://www.instagram.com/p/DTpslkogIXl/,https://scontent.xx.fbcdn.net/v/t15.5256-10/607523198_864932132841228_5610931628631544951_n.jpg?_nc_cat=104&ccb=1-7&_nc_ohc=6E4jtUnV9-4Q7kNvwHU5EKW&_nc_oc=AdkNjUgAmcLaocmtecvs8954x3iZlXA4Wb1OhnAvtZuicA7vXl1jCZzx2iG7lm1dT9Y&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQEiZCyZEdXcBhRhdXJo-xqxIQtAYzRiMy0GhfjhWK5MK5z-cenzF_mdvxdAaPrgMRSVU8XKPMQw&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfvT9F7IbAzY65X8fcdni_Z1vVBdavptYqsjDGo09nKPKA&oe=698F916C,PAUSED,250,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
