Data,Objetivo de Campanha,Campanha,Público,Criativo,AD ID,Investimento,Lead (Meta),Visitou Página,Cliques,Impressões,Frequência,View 3seg,View 75%,View 100%,Link Criativo,Thumbnail URL,AD Status,Orçamento,Moeda,Leads (Real),% Real,Leads (Trader),Leads (Qualificado),Leads (Unificado)
21/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Uruguay] Público General,[ADV][35-65] Aberto,Anuncio18,6975701837853,$0.01,0,0,0,4,1.33,1,0,0,https://www.instagram.com/p/DU3RzSpDEsV/,https://scontent.xx.fbcdn.net/v/t15.5256-10/633686657_1580919679901491_7419830101956717562_n.jpg?_nc_cat=107&ccb=1-7&_nc_eui2=AeFQ6mOT9wx81x78-Dvdl5k7uywmuAd8rKC7LCa4B3ysoDAHs4piitWwUckKx3jn40bd7VFBDwyIKo6Ve_c0kX7Q&_nc_ohc=E6J49z2eLrgQ7kNvwG7WmcS&_nc_oc=AdloTiUcqQEjlW_8g7rtBtusUBfadi8JRuWbABIixMz3UVoJU_bgjkKZCxiCZzVyOF4&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EEXKOtNyjIP6Br2hvGk3gQ&_nc_tpa=Q5bMBQG75D_D23m2uRlMOg2bjPncZ_0Y3iocpvueMN-FK5Tp_PULDOvqT_7LMkVS4QTWw5zTlS32-q-n&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Afz7Cdkoflmcp2vgOjBw0fxBzox3L95PyxRifhC4z45r-w&oe=69BA2BE1,PAUSED,130,USD,0,,0,0,0
21/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Uruguay] Público General,[ADV][35-65] Aberto,Anuncio2,6973675609253,$0.06,0,0,0,2,1,1,0,0,https://www.instagram.com/p/DUl029cjDhq/,https://scontent.xx.fbcdn.net/v/t15.5256-10/629622563_1013867845136915_595915997083656091_n.jpg?_nc_cat=107&ccb=1-7&_nc_eui2=AeGnzv-FWBS8lj-4XdqvnsTmPKK6DWTkMXg8oroNZOQxeLDSWZVfkVU2uzLcGfkv7E5oN9PlX07uOfdNmDfZxjXM&_nc_ohc=v1u8R8X0Sh8Q7kNvwELGIYR&_nc_oc=AdlAe3S_dDGMmNsvFP3b0af2-PHIs9rnYo5pFFNlwRtRXmNWskaUwtIusJ9VjK_rTXI&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EEXKOtNyjIP6Br2hvGk3gQ&_nc_tpa=Q5bMBQE0_wtFp4jorfEJEa3iZnugZ5EhI9tZhd5-6EGr56K3KayIV2_P1LT4WzATJC3WyTHIMm4lAywZ&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfwAuNFFeRF2T38myumCKgJ2kBIPkUal0r0i_NYNJr3v-A&oe=69BA48A6,PAUSED,130,USD,0,,0,0,0
21/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Uruguay] Público General,[ADV][35-65] Aberto,Anuncio21,6975701842653,$0.06,0,0,0,16,1,6,1,1,https://www.instagram.com/p/DU3RzR5DAjp/,https://scontent.xx.fbcdn.net/v/t15.5256-10/638378983_1261819555870100_5959579516148236906_n.jpg?_nc_cat=110&ccb=1-7&_nc_eui2=AeHRhrsrZoZ35t4sYCAf5diUgW_irziZj-6Bb-KvOJmP7gOjnhfIK28G4WxwsvZGjeMcD1UpT67buRzmNYDp4IlL&_nc_ohc=TU1H0GEhkJQQ7kNvwGDIebl&_nc_oc=AdnaNE2RsePpfblAoTVUdyotFl13gOZJJKWb193tkh4ee18lH9ZDfTrLOOyTlPj1-EE&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EEXKOtNyjIP6Br2hvGk3gQ&_nc_tpa=Q5bMBQH2AZzvpB6N277Dm0dSQnaEsO7FF66k98ZtEk1wV0LKFJ8MAdp2q0iGhbJ7WYoVZLio8bU0cIt6&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Afxo23rFPuLxCC1pRxlaw-eYpYX6lpaHk01xzlUa0RL8rw&oe=69BA3568,PAUSED,130,USD,0,,0,0,0
21/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Uruguay] Público General,[ADV][35-65] Aberto,Anuncio23,6975701842853,$46.20,67,160,187,9951,1.03,3240,581,242,https://www.instagram.com/p/DU3RzdpjL5j/,https://scontent.xx.fbcdn.net/v/t15.5256-10/630259356_879921934842314_5049757954603011131_n.jpg?_nc_cat=109&ccb=1-7&_nc_eui2=AeEvw1sLGmucQGBX2jqKE7JnS7PyI05ZendLs_IjTll6d8lBhtInduiqB8twf1ZXy3E9MmJr5xqPnY8nJyyoSgV7&_nc_ohc=yI4DDMffhmoQ7kNvwE4vwKV&_nc_oc=AdmUiAVxpE8QgL-JMPtC5y9JHaMjy2bDPJNNrVrIic31m15ciVtAdMAPzTLKQDNKIxU&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EEXKOtNyjIP6Br2hvGk3gQ&_nc_tpa=Q5bMBQHUPGJ1xI8phJBzcDTrvXbPSrwMJLCjriMPn-CTrwkkga2n0ZxSjNEkLqiAMJOFBr8XxMgIvWQ1&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfxgIRWVQqIsCvUqr6Uk6_17LsakySzjco75BaTk02HPww&oe=69BA299A,PAUSED,130,USD,52,78%,0,32,32
21/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Uruguay] Público General,[ADV][35-65] Aberto,Anuncio24,6975701841853,$31.91,30,75,96,5514,1.07,1652,269,69,https://www.instagram.com/p/DU3RzWAjO5_/,https://scontent.xx.fbcdn.net/v/t15.5256-10/634058879_1278622827650564_3271397125079398512_n.jpg?_nc_cat=103&ccb=1-7&_nc_eui2=AeF4_B_GilBmNDib2GS_QYZp1cT7QBm2kRvVxPtAGbaRG5zJloDUDKjdlAvCF-Yc5FO541tktMjSoift5XbmOt-3&_nc_ohc=v8-t17JL5V8Q7kNvwH54ECT&_nc_oc=Adn6X-2eUICQt76Z1QIWTOFRmkMoIkn0hGOGzuistltCTrdhkZtPowK4URw7hB7tIfw&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EEXKOtNyjIP6Br2hvGk3gQ&_nc_tpa=Q5bMBQGM_bz_r8qh7WvQ7IZj55WEYFr0M0ufLZdbJ6wzgtr6L3MMgwR89-W5Z3271ovRE-eQKyw0sXYQ&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfyGNs9y2S-IHlC959oe6vplUgUohZZzBms31zrfA97d7A&oe=69BA5D9A,PAUSED,130,USD,19,63%,0,15,15
21/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Uruguay] Público General,[ADV][35-65] Aberto,Anuncio25,6975701840853,$1.57,3,6,7,295,1.13,92,9,5,https://www.instagram.com/p/DU3RzcmDPJZ/,https://scontent.xx.fbcdn.net/v/t15.5256-10/634057919_1932212070988945_4577273987770449180_n.jpg?_nc_cat=107&ccb=1-7&_nc_eui2=AeFxM8FKyMxVB7MhlF4Pm2KScWfxJgHiPWNxZ_EmAeI9Y3KUHiLWqKqzxCmMegzy7-18k_Wy9pC8-BOvs4xNHTUU&_nc_ohc=Dl6Ig8AUSIIQ7kNvwHb4763&_nc_oc=Admy717WaT_qS7Gie5sOSMZEkwG6qv6qYG82645Nj2fFwZCyZRT9JqNJTevjOu1vrjk&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EEXKOtNyjIP6Br2hvGk3gQ&_nc_tpa=Q5bMBQE7h2blB6GEUm3dYIyuP9aWGYR8zvwvoiesccmkT9VskuX7ISrfOBKWozTZTNvTbU3Cn5mB0Cxo&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Afxm2Mh3z0Gdy2NMvQFpGMMPP5LTY8isS-y9vsvulA4jvA&oe=69BA37ED,PAUSED,130,USD,1,33%,0,1,1
22/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Escala][Argentina] Público General,00 - [35-65] Aberto Advantage,Anuncio1,6975790977853,$25.73,51,102,117,4697,1.02,1534,481,126,https://www.instagram.com/p/DU4O_kYDGAc/,https://scontent.xx.fbcdn.net/v/t15.5256-10/629772244_1277164547614587_2910417883367966114_n.jpg?_nc_cat=106&ccb=1-7&_nc_eui2=AeGvFTI50kSN0kuqqZ5cENYfmgp2G_8hiX-aCnYb_yGJf763z7Ne7XkmctPHJlFEQPjCSc-gWCcFuiYuM5_iRt8C&_nc_ohc=XoUhSGM-t8wQ7kNvwG2YY9_&_nc_oc=AdmAsq14bMhjxpa3cFfmhRwDOrj3uCxpxLWKqWh2P_RtZ9b3Afm4VrtFw0X0LgX1X5g&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EEXKOtNyjIP6Br2hvGk3gQ&_nc_tpa=Q5bMBQH6Wuql2VfHs79Z7y6AWRqDtwelKRt1y_MuNXSX6aNvTK8Gnmzf2Q94N54LrCncCJ9qK8NWJ9zh&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Afwqk-LyiYJinmJBVkAiOTnk_iOhwpDTkoUPFepENK0QIg&oe=69BA4167,CAMPAIGN_PAUSED,75,USD,54,106%,0,20,20
22/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Escala][Argentina] Público General,00 - [35-65] Aberto Advantage,Anuncio12,6975790976853,$5.78,9,20,21,858,1.07,306,43,18,https://www.instagram.com/p/DU4O_u0DEOl/,https://scontent.xx.fbcdn.net/v/t15.5256-10/630696319_2152467948912900_1368039684857179937_n.jpg?_nc_cat=110&ccb=1-7&_nc_eui2=AeEg0wjBPHBPcDCgZRvECibfcbp68_5ygNxxunrz_nKA3GLHWMaedMIZP-_vQJ_VR2DpRYPvxGeixSpAwVZnJhj5&_nc_ohc=GwWZvTAqRvEQ7kNvwGaAiS8&_nc_oc=AdldERpwX9CndmAhoiL0169HElKqB0_wfhHG5S2VMBjgjKYlnTXqY57rC9_5kXugJ1o&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EEXKOtNyjIP6Br2hvGk3gQ&_nc_tpa=Q5bMBQGiUYyST_qqzPpbCcWCgFq2yhIMhDl2_Sayu0tFmFacVIQnczrrv520YNQpVEllQTULbcQ8rERB&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfzrYnSVdiFbPGVjfhcjriqNugaty4XBZKl6L2clTYGnIQ&oe=69BA2D44,PAUSED,75,USD,7,78%,0,4,4
22/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Escala][Argentina] Público General,00 - [35-65] Aberto Advantage,Anuncio23,6977519766053,$677.22,1388,3149,3819,195046,1.07,60266,11005,4247,https://www.instagram.com/p/DU3RzXHDDoa/,https://scontent.xx.fbcdn.net/v/t15.5256-10/630259356_879921934842314_5049757954603011131_n.jpg?_nc_cat=109&ccb=1-7&_nc_eui2=AeEvw1sLGmucQGBX2jqKE7JnS7PyI05ZendLs_IjTll6d8lBhtInduiqB8twf1ZXy3E9MmJr5xqPnY8nJyyoSgV7&_nc_ohc=yI4DDMffhmoQ7kNvwE4vwKV&_nc_oc=AdmUiAVxpE8QgL-JMPtC5y9JHaMjy2bDPJNNrVrIic31m15ciVtAdMAPzTLKQDNKIxU&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EEXKOtNyjIP6Br2hvGk3gQ&_nc_tpa=Q5bMBQG_lmPwvfHCe8pyUpbOUnzEz5klZgAxRvZD8ubyT4SSRyPjHsXOHBO0OUSAfKChbtNTI-nmaVbG&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfzXCn5WCfv31EpQEcDgE8G5s3IdrJRdQa6xr6yqmubY_g&oe=69BA299A,CAMPAIGN_PAUSED,75,USD,1332,96%,0,688,688
22/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Escala][Argentina] Público General,00 - [35-65] Aberto Advantage,Anuncio24,6977519765853,$0.15,0,0,0,62,1.03,16,3,0,https://www.instagram.com/p/DU3RzikjM9N/,https://scontent.xx.fbcdn.net/v/t15.5256-10/634058879_1278622827650564_3271397125079398512_n.jpg?_nc_cat=103&ccb=1-7&_nc_eui2=AeF4_B_GilBmNDib2GS_QYZp1cT7QBm2kRvVxPtAGbaRG5zJloDUDKjdlAvCF-Yc5FO541tktMjSoift5XbmOt-3&_nc_ohc=v8-t17JL5V8Q7kNvwH54ECT&_nc_oc=Adn6X-2eUICQt76Z1QIWTOFRmkMoIkn0hGOGzuistltCTrdhkZtPowK4URw7hB7tIfw&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EEXKOtNyjIP6Br2hvGk3gQ&_nc_tpa=Q5bMBQEyvsAkj_beIFks4j5KD-wZQVp2B3GyZKT27fRRdTCRS58UC-rlbnHfvl5a6hFl1SLb0uDxzWAQ&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Afyr-xmchCXuemwaO9VaP_UzdrspVTUYAOK25jBqOyCcCQ&oe=69BA5D9A,CAMPAIGN_PAUSED,75,USD,0,,0,0,0
22/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Escala][Argentina] Público General,00 - [35-65] Aberto Advantage,Anuncio3,6975790977253,$0.67,2,3,3,103,1.07,31,11,4,https://www.instagram.com/p/DU4O_mUDE_L/,https://scontent.xx.fbcdn.net/v/t15.5256-10/628937950_2083863609071431_538450931815709885_n.jpg?_nc_cat=111&ccb=1-7&_nc_eui2=AeEh4CCFamPnJlpcoDin3WvItUuvPp7BDbS1S68-nsENtOaypjJ0tyS2nMoytQhNDVCvlFfDuJieIzfN6Xo4Wy1j&_nc_ohc=RCbOtWCwXBIQ7kNvwGQQl97&_nc_oc=AdmzUnoBWvgfKNxlnPla5-4Xt5XUMlq4W6rcAcnN35RlD74pnE5Y60vLpFmSlNUSRYk&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EEXKOtNyjIP6Br2hvGk3gQ&_nc_tpa=Q5bMBQGmdXgweYDEs_PCKZgXFcX9OgyBQ-88LM6cR7NE8DK4awn57QlBMkN2xyueM_XYaRZgaR2zPFdp&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfzrCS7Uw-TyEKSUGjr7OgWWz311x2AY4NwuRJcQUQtNMA&oe=69BA50EF,CAMPAIGN_PAUSED,75,USD,1,50%,0,1,1
22/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Escala][Argentina] Público General,00 - [35-65] Aberto Advantage,Anuncio6,6975790979053,$0.12,0,0,0,16,1.14,7,0,0,https://www.instagram.com/p/DU4O_jZDJy6/,https://scontent.xx.fbcdn.net/v/t15.5256-10/629087872_1219780809697922_3315273119960359027_n.jpg?_nc_cat=106&ccb=1-7&_nc_eui2=AeFJ8fsLR1Om_IbAx1Of9JegNNwzY4amPSE03DNjhqY9IRbKe9sk8e4rTYPlI8MOiRjXDmX9M-aA0o4dS5iVwgdq&_nc_ohc=8_aVuLWn_9gQ7kNvwGHAyim&_nc_oc=AdnM0JpRA2NNpKANbptxUD0H4zsMllSZ-wbAN0RmYWz-wiQaxwI0WAgcW8cMXBLfvC4&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EEXKOtNyjIP6Br2hvGk3gQ&_nc_tpa=Q5bMBQGaCxn05wPyd-RiCGc67oGPEYXtSUFGfVF3vQAaj1_XIkL4qI3dPLJfwNpGW8JiKPyyKkPYA1Yr&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfxwLVfehKhAzH2zov-cKpZEQlH-kvhJE3t7zSXmUv8rjQ&oe=69BA568C,CAMPAIGN_PAUSED,75,USD,0,,0,0,0
22/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Escala][Uruguay] Público General,00 - [35-65] Aberto Advantage,Anuncio1,6975791217453,$69.58,49,146,200,13083,1.02,4001,1032,248,https://www.instagram.com/p/DU4O_hKDGkI/,https://scontent.xx.fbcdn.net/v/t15.5256-10/629772244_1277164547614587_2910417883367966114_n.jpg?_nc_cat=106&ccb=1-7&_nc_eui2=AeGvFTI50kSN0kuqqZ5cENYfmgp2G_8hiX-aCnYb_yGJf763z7Ne7XkmctPHJlFEQPjCSc-gWCcFuiYuM5_iRt8C&_nc_ohc=XoUhSGM-t8wQ7kNvwG2YY9_&_nc_oc=AdmAsq14bMhjxpa3cFfmhRwDOrj3uCxpxLWKqWh2P_RtZ9b3Afm4VrtFw0X0LgX1X5g&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EEXKOtNyjIP6Br2hvGk3gQ&_nc_tpa=Q5bMBQF6cXsyJIN4S_MRgrG1vzwkEtfU4GLCn6IdmkjO_jXLjit1RonzFb6PPj8laUlpWVt32FmpwH5i&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfyKlaXxGtOqVGpCRfyY0nKK3MGch7znsBlyHFp899O4yQ&oe=69BA4167,CAMPAIGN_PAUSED,710,USD,45,92%,0,23,23
22/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Escala][Uruguay] Público General,00 - [35-65] Aberto Advantage,Anuncio12,6975791216653,$12.88,5,18,24,1504,1.13,510,76,23,https://www.instagram.com/p/DU4O_l9DH4T/,https://scontent.xx.fbcdn.net/v/t15.5256-10/630696319_2152467948912900_1368039684857179937_n.jpg?_nc_cat=110&ccb=1-7&_nc_eui2=AeEg0wjBPHBPcDCgZRvECibfcbp68_5ygNxxunrz_nKA3GLHWMaedMIZP-_vQJ_VR2DpRYPvxGeixSpAwVZnJhj5&_nc_ohc=GwWZvTAqRvEQ7kNvwGaAiS8&_nc_oc=AdldERpwX9CndmAhoiL0169HElKqB0_wfhHG5S2VMBjgjKYlnTXqY57rC9_5kXugJ1o&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EEXKOtNyjIP6Br2hvGk3gQ&_nc_tpa=Q5bMBQFmsJmW2RhGItEucNovq8KnCBeSJEfR86BBakILF1zDu1x4zfj234PFsZrxoC9cdZQlxDkPl4I6&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfyzRL6nlLWf4Ol1g_bzQxfP72sRinTIFnGaUNm03gljmQ&oe=69BA2D44,PAUSED,710,USD,5,100%,0,3,3
22/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Escala][Uruguay] Público General,00 - [35-65] Aberto Advantage,Anuncio17,6977516151053,$29.08,33,58,73,3703,1.07,1277,233,82,https://www.instagram.com/p/DU3RzW3DO5z/,https://scontent.xx.fbcdn.net/v/t15.5256-10/636870463_1459780642210875_1327403270025922177_n.jpg?_nc_cat=111&ccb=1-7&_nc_eui2=AeEur3oCyR29ZS5W1G20TQA4Lf7QpvnbdZAt_tCm-dt1kDpOsiM2IpHEze7fDjzVlHhtuHEiDUoBqCSdv85uojJO&_nc_ohc=ndOY8v9pfw0Q7kNvwEXifVR&_nc_oc=Adm2SmqFPtnUA1gQJUfDCj-piRaxN5Urw7zvgRYQkwYeMZCZAJdYZmfAzmg3sQLBay8&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EEXKOtNyjIP6Br2hvGk3gQ&_nc_tpa=Q5bMBQEomCs0u1q5oE_w5JGMzym_TtkWX26Oc8Lm5eFdazNCdEVfcm-lZkzF5VfI9LJY4rz0cihs6Eoe&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfyiPMycByOvTqgQqOEeOj2G4-YGho6YSJlbfoHR0zqeEg&oe=69BA3F57,PAUSED,710,USD,20,61%,0,13,13
22/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Escala][Uruguay] Público General,00 - [35-65] Aberto Advantage,Anuncio23,6977516150853,"$1,062.91",851,2796,3638,224788,1.27,63315,11261,4393,https://www.instagram.com/p/DU3RzdpjL5j/,https://scontent.xx.fbcdn.net/v/t15.5256-10/630259356_879921934842314_5049757954603011131_n.jpg?_nc_cat=109&ccb=1-7&_nc_eui2=AeEvw1sLGmucQGBX2jqKE7JnS7PyI05ZendLs_IjTll6d8lBhtInduiqB8twf1ZXy3E9MmJr5xqPnY8nJyyoSgV7&_nc_ohc=yI4DDMffhmoQ7kNvwE4vwKV&_nc_oc=AdmUiAVxpE8QgL-JMPtC5y9JHaMjy2bDPJNNrVrIic31m15ciVtAdMAPzTLKQDNKIxU&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EEXKOtNyjIP6Br2hvGk3gQ&_nc_tpa=Q5bMBQG73WrOnc33fi81IeDxQ4V14dG0gr54WT9gKt5fwCu-zCW2o3xoB5PFChytdyNIkL30bGL-5AI5&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfwP4zMqKKtK-F3S-T90qM--VH2L2IUV9jBDQmiD7hKhkA&oe=69BA299A,CAMPAIGN_PAUSED,710,USD,738,87%,0,434,434
22/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Escala][Uruguay] Público General,00 - [35-65] Aberto Advantage,Anuncio6,6975791217053,$0.48,0,1,1,71,1.11,18,1,1,https://www.instagram.com/p/DU4O_d9jJkW/,https://scontent.xx.fbcdn.net/v/t15.5256-10/629087872_1219780809697922_3315273119960359027_n.jpg?_nc_cat=106&ccb=1-7&_nc_eui2=AeFJ8fsLR1Om_IbAx1Of9JegNNwzY4amPSE03DNjhqY9IRbKe9sk8e4rTYPlI8MOiRjXDmX9M-aA0o4dS5iVwgdq&_nc_ohc=8_aVuLWn_9gQ7kNvwGHAyim&_nc_oc=AdnM0JpRA2NNpKANbptxUD0H4zsMllSZ-wbAN0RmYWz-wiQaxwI0WAgcW8cMXBLfvC4&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EEXKOtNyjIP6Br2hvGk3gQ&_nc_tpa=Q5bMBQEh1AGD3scgXGXEfEN7t1b9AwJJLyemYfRNGlCdbPKSw6VcdIVnyFvHPtSPaFK050n7xIXvWJDD&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Afxyipj21qniggFmKgmTMKnls-Qqo5IX1cLcoZBlGWx9FA&oe=69BA568C,CAMPAIGN_PAUSED,710,USD,0,,0,0,0
22/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público General,[ADV][35-65] Aberto,Anuncio16,6975706761053,$0.52,1,1,1,74,1.06,35,1,0,https://www.instagram.com/p/DU3RzfAjME4/,https://scontent.xx.fbcdn.net/v/t15.5256-10/634094698_1074647221491727_9094402010173731283_n.jpg?_nc_cat=104&ccb=1-7&_nc_eui2=AeG6XBsEY28WIDhbIeabUKy6sRcei0-6WiexFx6LT7paJ-326rOyuM56T0r5yHaC-erfLdT-2XaFuLhdJhwO3hGF&_nc_ohc=5fzoCUooqhoQ7kNvwECPIdH&_nc_oc=AdlNZrWmJ33fbXSvnEQ79ANq4-tBJPUo9wJbaId7RSOPryUAx-hYYrnCQUGx_AUn7zg&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EEXKOtNyjIP6Br2hvGk3gQ&_nc_tpa=Q5bMBQH9z-h0g6H-4fy32g8fRgUv5vxR4LKBLsraefXA3CfGEpUBP5Ddx9rjz-y-3fC8cTji0OI9GLan&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Afy_WvH02TG6lxwrWwnDNfoVuUDgGSBq70W9gfGSovq07Q&oe=69BA52A4,PAUSED,50,USD,0,0%,0,0,0
22/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público General,[ADV][35-65] Aberto,Anuncio18,6975706760653,$0.02,0,0,0,6,1,2,0,0,https://www.instagram.com/p/DU3R0PojOV5/,https://scontent.xx.fbcdn.net/v/t15.5256-10/633686657_1580919679901491_7419830101956717562_n.jpg?_nc_cat=107&ccb=1-7&_nc_eui2=AeFQ6mOT9wx81x78-Dvdl5k7uywmuAd8rKC7LCa4B3ysoDAHs4piitWwUckKx3jn40bd7VFBDwyIKo6Ve_c0kX7Q&_nc_ohc=E6J49z2eLrgQ7kNvwG7WmcS&_nc_oc=AdloTiUcqQEjlW_8g7rtBtusUBfadi8JRuWbABIixMz3UVoJU_bgjkKZCxiCZzVyOF4&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EEXKOtNyjIP6Br2hvGk3gQ&_nc_tpa=Q5bMBQHxee08MDpnpKLMc1cQpzIn_lZiTbu8C5nztw3sBXA3Tq3vjBZ31nqn47MaDRoJoFZgEqtstUMr&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Afx9Y9eGCc6snYiCxLjApQJQpamrwro-Il-D6anCaImm2A&oe=69BA2BE1,PAUSED,50,USD,0,,0,0,0
22/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público General,[ADV][35-65] Aberto,Anuncio23,6975706760853,$70.25,168,361,454,21048,1.08,6974,1336,517,https://www.instagram.com/p/DU3RzXHDDoa/,https://scontent.xx.fbcdn.net/v/t15.5256-10/630259356_879921934842314_5049757954603011131_n.jpg?_nc_cat=109&ccb=1-7&_nc_eui2=AeEvw1sLGmucQGBX2jqKE7JnS7PyI05ZendLs_IjTll6d8lBhtInduiqB8twf1ZXy3E9MmJr5xqPnY8nJyyoSgV7&_nc_ohc=yI4DDMffhmoQ7kNvwE4vwKV&_nc_oc=AdmUiAVxpE8QgL-JMPtC5y9JHaMjy2bDPJNNrVrIic31m15ciVtAdMAPzTLKQDNKIxU&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EEXKOtNyjIP6Br2hvGk3gQ&_nc_tpa=Q5bMBQG_lmPwvfHCe8pyUpbOUnzEz5klZgAxRvZD8ubyT4SSRyPjHsXOHBO0OUSAfKChbtNTI-nmaVbG&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfzXCn5WCfv31EpQEcDgE8G5s3IdrJRdQa6xr6yqmubY_g&oe=69BA299A,PAUSED,50,USD,152,90%,0,84,84
